thread_url,post_text
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by megha » Wed, 03 Feb 2010 3:08 pm Hi, Need some advise. We moved our apartment in the beginning of Jan. I had good relations with the landlord's agent and since i was travelling until one week before the move, I requested the agent if she could get the curtains dry cleaned for me and I would pay the amount and she agreed. When it was time for handover, the landlord brought a contractor as she wanted to repaint the house. Now when we got our refund of the deposit by mail we saw that the landlord has deducted 1000$ for the curtains!! $550 to dryclean the curtains..and $450 for new curtains as the laundry could not remove stain from one of the bedroom curtain. And its not a laundry invoice..its a invoice of the same contractor she got for painting work...Now the agent says she has no say in the matter and the landlord says that we should have dry cleaned the curtains!! Even one bathroom tap was a bit wobbly..we had never even noticed it earlier as it was working fine and it really wasnt that big deal...but they charged us $180 for new mixture & piping..again same contractor's invoice. We took the unit totally unfurnished..so they had no where else they cld deduct so curtains & tap!! We dont have the owner's details so we wrote a letter to the owner & sent it to her agent...its been 10 days now and the agent said last week that she is unable to contact the landlord and the letter is still with her. as if she wont have her email address..and last few days she doesnt take my call...I tried calling from another number but she just claimed I cant hear you & hung up... Is it allowed for the landlord to charge us any rate they feel or is it to be done at a fair market rate? Even if money was not an issue, I hate being taken for a ride like that..Is it possible to get a fair settlement? The agent told me to go to the subordinate court... Has anyone ever tried it? Is it easy & fair?? Have you or your friends ever tried the subordinate court? Whom should I file a claim against? Landlord or her agent since I dont have landlord's details and the agent is telling me she doesnt live in Singapore... The best place to find a helping hand is at the end of your own arm"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by macaroonie » Wed, 03 Feb 2010 5:27 pm What i meant was that is it enough that the diplomatic clause says it can be exercised after 6 months. And is it a given that the deposit will be returned in full minus any damages the tenant may have made to the property , after the diplomatic clause has been exercised (eg 6 months and 2 weeks). OR should it be specified right after the diplomatic clause, that the the deposit minus damages to the property caused by the tenant, be refunded in full Is that a bit clearer now?? Thanks heaps"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by macaroonie » Wed, 03 Feb 2010 5:29 pm Megha, it sounds like you have been taken for a ride. Poor thing!"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by sundaymorningstaple » Wed, 03 Feb 2010 5:51 pm Hence my admonishment to take photos of any & everything that could be construed to have been caused by you during your tenancy. What has happened to the poster is a common occurrence here. If it isn't perfect or brand new, be sure to take photos of it because if you don't, the landlord will most probably say you did it and deduct that from your deposit. The landlords don't look at it as a deposit but as a gift and normally have no intention of giving it back. SOME PEOPLE TRY TO TURN BACK THEIR ODOMETERS. NOT ME. I WANT PEOPLE TO KNOW WHY I LOOK THIS WAY. I'VE TRAVELED A LONG WAY, AND SOME OF THE ROADS WEREN'T PAVED. ~ Will Rogers"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by macaroonie » Thu, 04 Feb 2010 10:17 am Megha Did you have in your contract that they need to notify you in writing before deducting anything from the deposit? I would take this up with CASE, from what i read on this forum, it is not a complicated thing to do and you really sound like you have been taken for a ride. I don't think painting the place has anything to do with damage to the property (unless you of course defaced the walls - but it doesn't sound like you did). Good luck and let us know how you go!"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by x9200 » Thu, 04 Feb 2010 10:44 am macaroonie wrote: Megha Did you have in your contract that they need to notify you in writing before deducting anything from the deposit? I would take this up with CASE, from what i read on this forum, it is not a complicated thing to do and you really sound like you have been taken for a ride. I don't think painting the place has anything to do with damage to the property (unless you of course defaced the walls - but it doesn't sound like you did). Good luck and let us know how you go! E-e. http://www.case.org.sg/making_a_complaint.html Complaints CASE does not handle: [..] Landlord and tenant claims CASE is for consumer affairs so typically consumer-business relation. Here, the landlord is likely just a private owner."
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by macaroonie » Thu, 04 Feb 2010 11:28 am Yes X9200 you are right! it's the small claims tribunal"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by megha » Thu, 04 Feb 2010 12:49 pm Its not the painting I was charged for..atleast not directly..I was charged $1000 for the curtains!!! Unfortunately in my case...the landlord changed in the last 6 months..and while buying he did not check the condition of the curtains..good thing is that the previous owner's agent is willing to testify that the curtains were indeed old!! Let see.. What I was trying to find out from the forum is that...Has someone ever tried claiming through the Small claims court..How fast is the decision made..and is it fair...I dont want to end up spending more money + running to the courts for the next one year!! Frankly speaking..if it was me..I would do it..just to inconvenience the landlord..but contract is in my husband's name..wonder if it is him who has to run around..he is not as angry as me!! The best place to find a helping hand is at the end of your own arm"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by sundaymorningstaple » Thu, 04 Feb 2010 1:10 pm We use the SCT all the time. It quick, it's fast and if they still don't pay, there is the option to set them up for seizure and auction in order to recoup your money. However, then the costs start rising and if there's nothing there then you may get nothing. Otherwise it's very cheap. http://app.subcourts.gov.sg/sct/index.aspx SOME PEOPLE TRY TO TURN BACK THEIR ODOMETERS. NOT ME. I WANT PEOPLE TO KNOW WHY I LOOK THIS WAY. I'VE TRAVELED A LONG WAY, AND SOME OF THE ROADS WEREN'T PAVED. ~ Will Rogers"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by macaroonie » Thu, 04 Feb 2010 4:05 pm Is there a reason why rental deposits are not kept with a 3rd party organisation not linked to the landlord or tenant? and upon return of the rental property , a fair assessment of any deposit to be used for 'damages' to the property can be made by both sides and not at the mercy of the landlord?"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by x9200 » Thu, 04 Feb 2010 4:32 pm macaroonie wrote: Is there a reason why rental deposits are not kept with a 3rd party organisation not linked to the landlord or tenant? and upon return of the rental property , a fair assessment of any deposit to be used for 'damages' to the property can be made by both sides and not at the mercy of the landlord? I am not sure if there is such party around and if the landlords would agree to use it. They seem to be a social group statistically more often suffering from some kind of irrationality combined with a plain greed."
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by megha » Thu, 04 Feb 2010 5:39 pm I have just got a reply to my letter from my landlord..gist was that ..It is my fault that I did not dryclean the curtains and that she had a new tenant in 4 days so I was charged double coz of express laundry...and she cant help if the laundry cld not remove stains..she had to make new curtains so i have to pay...Also she said she is a foreigner & so she gave all this work to an expensive Interior designer as she likes quality work!! Do i have a chance in court??? The best place to find a helping hand is at the end of your own arm"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by sundaymorningstaple » Thu, 04 Feb 2010 6:00 pm You might get away with half of the bill, which at the SCT, is a pretty good deal actually, but obviously not the best deal. SOME PEOPLE TRY TO TURN BACK THEIR ODOMETERS. NOT ME. I WANT PEOPLE TO KNOW WHY I LOOK THIS WAY. I'VE TRAVELED A LONG WAY, AND SOME OF THE ROADS WEREN'T PAVED. ~ Will Rogers"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by macaroonie » Fri, 05 Feb 2010 10:03 am But doesn't the landlord have to inform you in writing before deducting anything from the deposit? Gosh you are responsible for replacing the curtains in the state of they were given to you rather than this 'express and quality work' the landlord demands. As long as you didn't damage the curtains, surely you have a chance here. Why not take it up anyway! it's just plain too ridiculous to be charging $1000 for curtains! Being a foreigner (tenant or landlord) doesn't mean they have the right to burn a hole on your pocket!"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by macaroonie » Fri, 05 Feb 2010 10:10 am X9200 you seem to have hit the nail on the head! and so eloquently. Too much greed and irrationality amongst landlords here. But i also wonder whether this is due to the system - i mean there is no welfare etc and people really need to make $ to save up for their retirement etc hence the irrational greedy behavioiur (which of course does not justify doing dishonest things or treating their tenants shabbily), but may explain some of their behaviour."
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by sundaymorningstaple » Fri, 05 Feb 2010 10:12 am Welcome to Singapore. You've already learned one hard lesson with regards to Landlords. If a landlord can find a way to screw a tenant figuratively, they will do it. Normally, expats are fair game as the landlords figure the expats won't make too many waves as they might be afraid of having their passes cancelled. (Their thought processes - not that the government would do that). Forewarned is forearmed. SOME PEOPLE TRY TO TURN BACK THEIR ODOMETERS. NOT ME. I WANT PEOPLE TO KNOW WHY I LOOK THIS WAY. I'VE TRAVELED A LONG WAY, AND SOME OF THE ROADS WEREN'T PAVED. ~ Will Rogers"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by megha » Fri, 05 Feb 2010 11:42 am Thanks Guys for the moral support. One more thing, How can I file a claim against a landlord who is not residing in Singapore? I dont even have her contact details. How will she attend the court? Do I have to sue her agent instead?? The best place to find a helping hand is at the end of your own arm"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by jpatokal » Fri, 05 Feb 2010 12:52 pm megha wrote: One more thing, How can I file a claim against a landlord who is not residing in Singapore? I dont even have her contact details. How will she attend the court? Do I have to sue her agent instead?? Your lease agreement has the landlord's name and NRIC, no? They should suffice to file suit, the Garmin can then look up her address in its databases. And if the landlord doesn't show up, she will lose by default Vaguely heretical thoughts on travel technology at Gyrovague"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by megha » Fri, 05 Feb 2010 2:06 pm Thanks. Actually the lease was just a transfered lease as the previous owner sold the house to this owner. We did not get any new tenancy agreement but we did get a letter from the lawyer telling us that the tenancy has been passed to the new owner & her address,. The address happens to be a diamond shop in Far East. Frankly, I feel that even the owner is not really at fault..The contractor came during the handover he knew exactly what we have to pay for..rich customer who doesnt live in Singapore and us tenants who have to fight to get the money back..he has taken full advantage in billing her. I think the owner indeed paid what she deducted. So who is at fault here?? Do I have a case?? The best place to find a helping hand is at the end of your own arm"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by x9200 » Fri, 05 Feb 2010 2:24 pm megha wrote: Thanks. Actually the lease was just a transfered lease as the previous owner sold the house to this owner. We did not get any new tenancy agreement but we did get a letter from the lawyer telling us that the tenancy has been passed to the new owner & her address, Not sure who is your party in such situation - I would assume you have to sue the old owner as this is him/her who you have the TA with. In a different thread there was quite recently a discussion on the tenant's rights when the landlord changes but I am actually more confused now than I was before it."
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by jpatokal » Sat, 06 Feb 2010 12:05 pm megha wrote: We did not get any new tenancy agreement but we did get a letter from the lawyer telling us that the tenancy has been passed to the new owner & her address,. The address happens to be a diamond shop in Far East. Well there you go, use that name and address to file suit. She will get notified by the court, and whether she is physically present in Singapore or not is her problem, not yours. And x9200 -- the party is most definitely the new owner, who is both the landlord of the property and the person ripping off megha . Frankly, I feel that even the owner is not really at fault..The contractor came during the handover he knew exactly what we have to pay for..rich customer who doesnt live in Singapore and us tenants who have to fight to get the money back..he has taken full advantage in billing her. I think the owner indeed paid what she deducted. Again, if the contractor cheats the owner, this is the owner's problem. And if this is indeed the case, she should confronting the owner, not trying to pass the buck onto you. So yes, you definitely have a case. However, before you go to court, you'll want to give her and the agent one last notification -- registered mail with a return receipt is good -- that unless they settle you will go to court. This will quite possibly scare them into settling, and even if it does not, it looks good in court because it proves that you tried other methods and they're being unreasonable, not you. Vaguely heretical thoughts on travel technology at Gyrovague"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by megha » Sat, 06 Feb 2010 12:49 pm Hey guys, Thanks so so much for all your help. I was so lost earlier..I am feeling better now. Will keep you posted on developments. The best place to find a helping hand is at the end of your own arm"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by macaroonie » Mon, 08 Feb 2010 11:18 am All the best Megha! keep us posted ok"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by coachtravel » Thu, 18 Feb 2010 12:46 pm I have just encountered a very similar situation with a local couple as landlords. They have claimed ridiculous expenses and have garnished my entire security deposit of $2500. Here's the real ridiculous part! I am looking to take them to SCT but apparently I need the landlord's address. I have called HDB, the courts, and IC Office, but no one can help. So it seems one cannot sue without an address to serve the court docs to. Seems like a serious loophole in the system. Does anyone know if there are other ways to get an address? Can I serve the court papers to the address of the flat that I rented instead of the landlord's resident address? Any help is appreciated. Thanks!"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by macaroonie » Fri, 19 Feb 2010 12:34 pm Poor coachtravel - doesn't it seem ridiculous? Surely with an IC and the name of the landlords the government would have their address recorded and filed somewhere... this is ridiculous! DO NOT GIVE UP!!! Keep us posted ok"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by jpatokal » Fri, 19 Feb 2010 5:07 pm macaroonie wrote: Poor coachtravel - doesn't it seem ridiculous? Surely with an IC and the name of the landlords the government would have their address recorded and filed somewhere... Of course it does, it's just not handed out for privacy reasons. What amazes me is that this is the same country where I'm expected to write down my NRIC number in a public register every time I take a towel at my gym coachtravel , have you checked with condo management? They will almost certainly have the landlord's contact details, and while they may not give them to you directly, they should be willing to forward a letter. Or ask a private investigator, who can probably dig up the info for you for a small fee. Vaguely heretical thoughts on travel technology at Gyrovague"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Landlord request for early termination Quote 0 login to like this post Post by cattwl77 » Sun, 21 Feb 2010 11:06 am My landlord has requested that the contract be terminated earlier (3 months). What sort of compensation am I entitled to ? Thanks"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by jpatokal » Mon, 22 Feb 2010 9:59 am Unless the lease allows them to do that (and it should not!), then you do not have to accept their request. If you do, then the compensation for breaking the contract is a matter for you and the landlord to decide. Vaguely heretical thoughts on travel technology at Gyrovague"
https://forum.singaporeexpats.com/./viewtopic.php?t=60579&sid=650e2bd97539606c0e44fc66f08b0dc3,"Quote 0 login to like this post Post by jjk » Thu, 11 Mar 2010 11:18 am what about viewings by potential tenants / buyers? I know there's a clause in the TA that says we should make reasonable efforts to allow viewing at reasonable pre-arranged timings. What is considered reasonable? Maybe I'm really not free, but it is construed to be unreasonable...how? will landlord sue me?"
